years_experience,skills_match_score,education_level,project_count,resume_length
2,83.6,3,9,396
8,72.1,2,15,626
4,89.8,2,8,689
9,49.7,0,13,700
2,67.4,3,3,428
4,52.5,1,5,520
1,37.1,1,4,404
0,64.0,2,6,374
14,88.9,1,16,828
1,70.9,2,3,375
14,79.0,2,15,743
9,58.1,1,6,569
1,46.3,3,6,334
0,61.9,1,9,401
5,83.3,1,7,575
3,57.7,0,1,499
4,89.9,2,10,300
1,67.1,1,5,199
2,55.1,1,9,478
8,51.4,2,18,782
13,63.9,1,16,712
10,75.5,2,13,540
1,49.2,2,6,404
8,80.5,2,13,865
9,78.3,2,13,633
3,64.2,0,4,452
8,82.7,2,20,482
11,77.0,2,12,782
6,76.7,0,8,552
7,72.9,2,17,614
15,100.0,1,15,900
1,82.7,3,8,485
8,48.5,1,10,525
4,45.5,2,12,521
11,89.3,1,17,736
4,86.0,3,10,561
14,49.1,2,17,666
2,46.4,0,11,362
12,60.7,1,9,764
7,74.8,1,8,468
2,98.1,2,6,411
15,96.1,1,12,750
6,98.8,3,10,528
13,100.0,2,13,751
12,85.9,2,16,601
3,46.7,0,2,577
13,92.0,1,11,866
15,93.6,2,10,900
3,69.6,1,8,426
8,72.4,1,14,430
8,54.4,1,12,633
9,83.8,2,6,676
5,86.6,1,6,566
4,71.7,1,3,375
7,81.0,3,11,618
11,99.3,2,13,647
6,77.4,2,9,559
12,97.3,2,11,681
0,56.2,1,8,368
11,93.8,2,18,655
9,55.4,1,11,720
14,83.6,3,20,671
3,58.1,1,6,401
13,79.9,2,17,717
1,43.0,1,4,266
8,48.9,0,10,781
14,86.2,1,8,540
7,93.5,1,13,423
8,97.5,1,11,868
15,100.0,1,20,900
11,89.1,3,17,617
11,98.0,0,11,845
15,72.5,1,19,900
2,71.3,3,7,324
5,52.9,1,14,372
7,64.8,1,12,573
0,44.0,1,6,390
11,72.1,1,17,635
14,60.3,0,15,900
1,55.4,2,3,417
15,100.0,0,9,832
4,69.1,2,11,216
15,97.3,1,18,900
13,68.9,2,17,856
3,56.4,1,4,249
14,86.9,2,17,658
15,88.3,2,22,743
15,92.4,2,19,876
0,40.0,2,6,335
11,74.2,1,12,704
12,100.0,2,9,883
15,82.5,1,12,900
5,74.9,0,2,556
7,73.3,3,13,576
10,66.5,2,16,645
7,68.9,0,11,496
15,91.2,3,17,833
5,74.5,2,6,524
4,100.0,2,10,518
4,39.1,1,6,205
7,67.0,1,8,595
5,48.8,2,6,477
1,90.3,2,9,515
0,54.0,1,7,280
14,61.4,1,24,696
1,57.8,3,9,540
14,87.0,3,20,900
5,65.9,2,15,456
13,85.0,1,8,597
1,67.6,2,8,261
3,81.7,1,7,367
10,95.1,2,13,541
5,51.2,1,6,766
15,90.0,1,21,887
0,46.7,1,6,382
15,83.0,1,20,900
9,66.5,2,15,577
14,79.7,2,14,712
12,68.3,1,14,557
6,80.5,2,8,706
11,100.0,1,9,795
14,81.3,1,20,658
9,88.1,2,9,663
7,61.4,2,11,520
15,100.0,1,13,670
0,59.6,1,2,220
2,70.8,0,5,349
9,95.1,2,13,728
15,63.9,2,15,761
4,47.3,2,7,374
15,66.7,1,9,793
8,61.8,1,9,508
2,39.6,1,6,531
5,52.0,0,8,605
3,69.1,1,4,509
13,92.5,2,13,788
10,93.3,1,6,685
12,68.4,1,13,611
14,100.0,2,16,726
9,57.9,2,13,704
0,75.7,2,5,366
8,65.5,0,5,655
0,81.9,2,5,419
7,87.6,1,12,493
3,74.6,2,5,503
13,83.8,2,13,706
11,79.0,1,10,582
13,59.5,2,14,872
2,40.2,0,7,467
8,75.2,1,4,425
9,100.0,1,9,759
10,100.0,1,12,477
1,50.8,3,10,566
3,48.8,2,8,524
4,50.7,2,10,526
15,79.8,2,19,856
2,56.9,1,10,196
8,92.2,1,6,751
2,40.0,0,4,476
2,83.1,2,8,419
8,92.4,2,17,520
6,45.3,1,7,544
6,78.1,1,16,534
3,86.0,1,8,345
0,51.0,2,4,261
8,65.6,0,6,476
1,77.9,2,6,308
4,97.1,3,11,582
8,44.6,0,8,401
9,63.0,2,7,684
6,52.6,2,5,687
12,99.9,1,20,757
7,90.7,1,12,531
6,48.6,2,11,476
12,83.9,1,11,570
0,62.7,1,3,371
1,87.3,2,8,317
12,87.9,1,14,695
3,84.4,2,7,556
15,100.0,1,13,880
4,87.6,1,2,554
9,82.7,2,6,673
15,74.8,1,21,637
14,100.0,3,17,822
5,80.0,1,7,395
9,91.8,1,7,642
4,55.5,1,8,487
4,72.3,1,5,403
0,51.2,3,7,483
10,93.0,2,19,758
10,86.2,2,13,622
9,91.0,3,12,777
12,82.8,1,12,592
9,91.8,2,13,810
9,81.5,1,12,451
10,78.4,1,14,696
9,68.9,1,10,571
8,67.6,2,11,555
1,62.8,1,7,275
9,100.0,3,15,438
12,87.3,1,13,882
0,68.4,2,7,150
0,82.1,2,4,150
2,76.0,2,9,345
15,94.8,2,12,874
10,92.9,2,11,582
15,100.0,1,9,747
11,100.0,3,13,627
3,72.9,0,7,394
7,89.9,1,11,566
14,59.1,2,14,779
6,42.5,1,10,335
15,100.0,1,13,581
4,80.3,1,7,605
2,23.7,1,8,423
4,74.6,1,11,507
15,88.9,2,19,766
10,46.2,2,7,739
11,77.4,2,17,624
5,51.0,1,13,505
7,100.0,2,11,600
8,78.4,2,7,660
4,63.1,3,15,486
6,77.8,1,13,449
14,94.7,1,10,751
0,41.6,0,6,588
3,64.0,0,5,443
6,79.4,2,13,338
15,84.0,2,25,731
10,74.6,1,17,617
9,54.2,1,8,608
3,66.4,2,7,274
4,79.2,1,5,241
0,65.0,1,8,326
3,65.8,1,7,497
14,62.3,0,13,900
13,93.8,2,12,547
4,78.1,1,9,652
10,97.4,0,11,516
11,66.6,1,19,536
4,90.3,2,7,484
6,82.8,1,6,583
3,55.7,1,7,212
13,98.6,2,19,770
13,100.0,1,8,709
6,44.4,2,10,450
14,84.3,2,25,852
12,100.0,2,14,885
0,64.8,3,9,451
14,100.0,1,16,730
14,100.0,2,11,759
4,57.1,1,6,284
11,73.6,1,10,811
13,100.0,2,17,675
11,100.0,1,12,719
6,74.9,2,11,561
6,73.6,1,11,571
5,87.7,2,9,271
6,68.7,2,12,585
12,98.6,1,13,699
7,70.5,2,7,596
15,77.3,0,15,851
13,83.3,0,22,674
14,95.8,3,19,900
3,81.0,1,7,519
2,75.1,1,7,311
4,69.5,1,9,356
8,79.4,0,15,608
14,81.5,2,15,719
5,60.8,2,7,462
11,57.4,1,11,684
13,100.0,2,14,799
6,74.3,2,7,432
10,67.5,1,10,679
1,73.1,1,3,405
1,69.4,1,5,357
8,79.6,1,7,758
4,36.0,1,8,530
7,74.9,0,11,684
6,97.8,2,12,823
5,61.5,2,9,546
12,100.0,3,22,706
15,96.2,1,7,745
0,84.6,1,4,211
15,100.0,1,14,900
12,85.9,1,8,590
9,66.0,1,8,707
12,97.7,3,14,658
2,66.3,3,5,543
3,59.5,2,10,492
14,81.1,1,13,540
7,76.8,2,11,524
15,65.3,0,8,692
0,64.4,2,6,238
7,94.9,1,13,482
3,61.9,2,6,442
7,73.1,0,9,474
8,81.6,1,7,515
4,82.7,2,9,393
0,71.1,1,4,157
7,78.7,2,11,504
7,55.0,2,13,703
15,68.0,1,16,569
3,100.0,2,7,604
12,79.3,3,18,600
0,74.8,2,6,475
12,63.0,2,9,784
14,100.0,2,23,801
3,73.5,2,7,546
9,75.4,2,15,576
7,84.7,2,14,487
4,64.8,2,7,444
9,78.6,2,8,507
13,100.0,2,18,856
3,66.8,1,7,525
2,57.3,2,11,449
15,88.8,2,21,852
15,92.7,1,17,676
2,71.6,2,7,446
12,91.7,1,14,755
1,56.9,1,4,362
6,93.5,2,10,150
3,54.0,0,5,255
13,92.5,0,13,674
5,70.3,3,9,493
10,86.7,2,18,400
13,73.4,2,15,760
11,77.7,2,16,728
6,99.5,2,7,358
3,75.6,1,15,462
9,60.0,2,12,509
3,73.9,2,9,628
0,42.1,2,3,212
5,60.4,3,9,547
12,94.8,1,14,670
2,52.8,0,10,420
12,67.6,1,11,701
1,62.8,1,2,288
3,57.1,2,8,524
15,99.7,1,21,778
2,40.5,1,4,341
11,57.1,2,15,624
1,67.6,2,5,656
3,84.1,3,9,500
9,74.1,2,9,563
11,75.4,3,14,725
3,37.7,1,9,429
14,78.1,3,19,547
13,100.0,2,12,579
6,62.2,2,11,489
1,66.5,2,12,157
5,85.2,2,10,735
5,63.2,2,9,357
2,71.9,1,10,406
2,68.4,1,4,195
5,99.5,1,7,548
14,94.3,3,12,839
2,43.9,3,5,578
15,73.8,0,12,789
12,55.9,3,22,500
7,84.2,1,9,546
11,90.2,0,17,510
12,92.6,2,17,900
5,60.6,2,4,445
11,70.9,0,11,573
4,61.2,3,13,497
15,73.8,1,18,639
4,100.0,1,2,321
2,44.3,1,4,281
1,63.3,2,3,291
9,82.0,3,17,469
8,85.2,0,13,524
5,87.6,1,7,325
8,65.9,2,10,574
6,52.4,1,10,530
2,60.6,2,12,150
1,60.0,2,8,358
3,50.1,1,7,418
1,73.0,2,7,490
8,91.0,3,7,356
12,72.2,1,11,741
1,98.1,2,4,485
14,91.5,2,11,747
0,54.1,2,5,519
13,100.0,2,14,809
7,78.4,1,10,480
10,64.1,1,10,813
5,93.6,0,8,587
4,51.4,3,3,444
13,74.7,2,14,589
2,66.2,1,10,397
2,58.6,2,10,365
7,62.6,2,10,657
6,59.4,1,7,814
1,86.8,1,3,381
9,67.3,1,8,692
6,77.5,0,7,553
14,74.4,3,18,614
6,67.1,1,8,672
12,55.5,1,10,841
8,70.6,1,9,643
11,79.5,1,14,809
4,85.3,1,7,395
0,59.9,2,6,448
14,78.4,2,16,692
4,73.9,0,3,226
10,73.4,1,14,544
5,52.1,1,12,467
1,85.2,3,12,405
6,50.5,1,7,401
1,72.1,1,5,388
12,87.7,2,15,691
10,100.0,2,9,571
10,78.0,2,17,626
10,73.3,1,15,751
0,62.8,1,8,177
6,56.4,1,7,474
8,65.0,2,12,648
3,59.5,2,8,388
9,80.5,2,7,702
6,44.2,2,6,336
4,73.9,1,6,537
12,89.6,2,13,668
1,52.6,2,8,368
9,84.7,2,10,477
11,94.3,1,12,900
12,80.7,0,16,850
2,81.6,2,4,447
14,92.8,2,11,498
10,87.3,1,10,414
3,67.0,1,4,341
5,74.9,2,9,596
13,56.8,1,16,694
7,93.0,0,6,613
13,74.7,1,16,616
13,100.0,2,13,683
1,63.8,1,5,227
7,50.2,2,12,539
14,71.2,1,16,751
9,100.0,1,12,643
10,93.1,2,11,680
10,86.2,1,14,671
5,97.8,1,6,312
14,92.1,1,9,868
12,100.0,1,11,900
3,77.6,0,8,519
0,50.2,0,0,353
5,59.3,2,11,498
6,91.1,2,5,587
15,79.8,1,16,746
10,82.5,1,16,768
0,23.7,2,7,296
13,100.0,1,7,801
4,76.3,2,5,384
15,91.5,1,13,900
10,68.9,0,15,447
0,43.2,2,6,460
7,93.1,3,13,574
7,54.9,1,8,664
5,81.2,2,10,712
1,70.0,1,6,301
13,86.6,2,11,841
5,61.4,0,10,477
1,53.5,1,3,386
11,61.5,2,11,543
13,100.0,1,8,817
9,81.3,2,12,502
6,47.9,1,14,460
3,80.4,1,8,150
6,79.7,2,10,613
2,97.8,2,12,570
2,73.0,2,10,336
2,81.4,2,5,571
12,77.3,2,14,635
8,59.8,1,10,526
5,72.7,2,16,420
6,63.8,1,12,464
4,53.3,1,4,465
7,69.3,1,16,592
5,76.2,2,5,343
3,80.4,0,7,393
5,59.0,1,6,646
5,46.3,2,9,495
11,51.4,2,12,528
15,98.6,1,17,900
11,100.0,1,14,892
6,75.8,2,14,548
3,83.1,2,16,333
7,87.6,1,7,491
6,67.2,1,13,532
13,82.3,1,16,759
2,59.9,2,11,564
5,80.0,2,9,515
11,80.1,1,8,661
0,63.2,3,15,451
3,74.9,2,6,441
10,67.7,3,10,649
12,93.8,2,17,530
10,99.1,2,11,560
4,100.0,3,8,381
9,99.3,2,10,526
0,57.0,2,1,347
14,78.9,2,15,841
14,78.2,0,16,900
10,58.6,2,11,783
6,66.0,2,8,621
10,77.7,1,14,646
2,63.0,2,10,365
15,58.7,1,11,875
3,85.9,1,5,512
1,65.7,2,8,455
3,81.0,2,10,516
11,90.6,1,18,900
1,66.7,2,3,403
11,73.9,1,12,692
7,71.4,2,17,464
4,96.6,2,7,528
0,81.3,2,9,230
5,64.1,1,7,860
6,74.0,1,9,707
2,83.3,1,11,492
13,100.0,1,12,900
2,65.0,2,9,346
1,43.7,1,5,257
15,100.0,1,17,719
1,69.2,3,9,576
2,49.7,1,6,497
11,100.0,1,10,753
7,72.2,0,10,637
15,99.1,1,14,828
11,84.4,1,7,768
10,45.0,0,9,733
11,67.4,1,14,696
4,46.2,2,9,325
3,73.1,1,4,413
13,72.3,3,11,544
5,60.3,3,7,573
6,33.7,1,10,352
14,99.0,2,11,870
4,91.0,2,8,407
3,37.3,1,9,441
12,100.0,0,17,710
2,45.6,1,8,545
2,57.0,1,11,473
1,70.9,2,11,490
3,61.3,1,7,449
5,39.1,1,9,529
14,100.0,2,16,900
7,88.9,2,10,734
6,67.0,1,10,586
15,100.0,2,17,895
5,60.8,2,8,435
13,51.6,1,8,681
3,95.7,1,6,414
4,39.2,1,11,453
2,83.8,1,2,156
5,69.5,1,6,417
9,56.9,0,3,580
2,77.4,2,0,485
10,77.3,1,12,679
1,33.9,1,13,398
11,63.1,1,8,858
5,54.2,2,6,425
6,70.4,1,5,581
4,78.9,2,8,440
14,82.9,1,20,702
9,68.9,1,9,756
0,65.8,2,4,365
0,64.5,2,7,470
10,53.9,0,10,840
12,70.7,1,13,666
2,52.1,0,3,503
14,85.5,2,13,856
13,96.6,1,14,825
7,87.5,2,11,683
9,74.3,1,7,595
7,80.1,2,10,402
11,66.4,2,14,658
8,58.7,1,14,603
9,99.6,1,12,411
9,72.4,0,10,627
9,87.4,3,12,778
6,54.8,1,8,481
14,76.8,2,20,900
4,72.9,2,12,514
2,69.4,1,10,397
13,100.0,1,8,643
5,63.6,3,10,617
4,38.9,2,4,432
8,61.9,1,14,562
9,79.4,1,14,690
14,100.0,2,15,871
5,51.6,1,9,187
7,76.6,1,5,662
11,81.7,1,13,681
15,95.0,1,21,693
7,67.0,1,13,451
1,61.3,2,7,220
7,73.5,2,6,549
12,88.0,1,8,817
7,88.9,1,8,437
0,71.2,2,5,478
2,60.3,0,2,277
10,87.4,0,12,350
5,70.8,1,7,473
6,85.5,2,15,356
9,78.2,1,6,641
3,100.0,1,3,253
14,100.0,2,21,806
2,59.0,2,14,360
12,84.5,1,7,751
8,77.1,0,13,644
0,33.8,1,5,555
15,88.7,3,22,798
7,84.4,1,5,546
4,47.5,0,13,650
6,62.2,1,10,807
5,73.4,1,10,488
14,91.2,1,16,798
4,74.9,1,7,230
0,64.4,2,4,150
1,68.9,1,2,329
10,82.8,1,21,564
9,86.0,2,14,639
1,56.6,1,7,328
2,57.1,1,10,150
1,60.2,1,4,150
10,53.7,1,6,648
0,78.0,1,8,196
11,70.1,2,16,752
4,81.9,3,9,371
12,86.4,0,15,658
12,85.3,3,17,505
12,77.2,1,13,868
0,62.4,1,4,289
2,47.8,1,11,564
5,80.9,2,12,481
5,44.5,2,8,534
11,93.4,3,17,645
15,84.1,1,16,584
13,88.5,2,13,900
14,78.4,1,11,828
14,70.5,2,16,596
14,90.9,2,20,872
7,79.7,1,9,427
6,100.0,3,3,443
2,73.1,2,9,318
10,100.0,1,11,759
10,87.9,2,10,370
2,64.0,2,3,463
5,74.7,0,5,610
10,80.4,2,8,531
4,72.5,1,6,481
0,66.3,1,5,343
5,87.9,2,11,358
5,67.9,2,6,301
14,100.0,1,13,896
2,73.3,1,5,432
14,62.4,1,18,559
3,94.4,2,10,455
13,94.9,2,15,718
10,57.3,1,12,771
8,53.8,1,6,578
13,88.6,1,10,561
6,88.2,3,13,514
0,52.2,2,4,459
13,74.3,0,13,592
15,79.7,2,16,879
7,47.9,2,9,740
3,72.9,2,7,439
6,90.5,2,6,607
11,80.6,3,16,607
14,100.0,1,19,830
15,94.6,2,18,681
8,90.0,0,7,579
6,86.9,2,14,464
6,51.6,0,8,639
8,77.4,0,9,584
14,74.9,1,12,882
0,54.4,3,6,497
14,78.8,1,11,671
7,100.0,3,12,498
15,93.1,1,23,756
13,69.2,2,20,742
2,46.0,3,12,591
2,97.5,2,9,578
1,80.9,2,5,240
1,62.0,2,12,286
10,80.8,2,13,730
7,41.0,0,9,616
9,90.4,2,15,893
12,84.4,2,19,708
2,68.4,2,5,363
14,86.9,2,11,684
12,73.9,1,15,679
14,89.8,1,20,824
3,41.2,3,10,461
2,33.0,1,7,280
1,73.5,3,10,466
0,58.9,1,3,339
14,95.6,1,10,773
4,100.0,3,10,449
6,92.7,1,6,232
1,42.0,2,8,362
6,91.5,2,10,567
14,72.0,1,17,594
2,59.4,1,3,561
1,76.3,2,9,561
9,85.5,1,13,725
3,73.9,2,8,506
1,57.1,1,9,382
3,79.3,2,4,580
2,69.1,1,9,365
5,73.6,2,8,426
3,34.6,2,8,563
15,71.3,3,19,719
11,82.4,2,14,666
11,94.6,3,12,637
14,95.3,2,14,521
12,69.5,1,14,641
6,35.3,1,13,403
8,100.0,2,13,592
15,100.0,2,20,534
7,80.8,1,10,532
10,93.0,2,16,608
15,75.2,2,18,766
12,100.0,3,18,867
0,68.0,1,3,542
1,55.4,1,0,241
14,100.0,2,17,853
2,29.3,1,6,435
7,49.2,1,16,582
13,65.0,2,17,658
3,73.0,1,5,436
6,68.5,1,7,552
12,88.8,1,22,657
15,84.4,1,18,850
14,100.0,1,11,794
0,29.0,1,7,289
2,52.8,2,6,401
13,96.0,1,14,587
13,86.8,3,23,811
0,78.3,2,4,443
3,45.8,1,4,338
15,66.1,1,17,785
15,89.9,2,14,771
0,32.9,1,2,408
14,100.0,1,13,900
10,76.3,2,8,587
7,81.7,1,9,651
6,45.4,2,7,583
12,72.6,2,17,734
0,45.2,1,3,187
1,64.6,1,7,247
13,70.7,2,13,830
14,74.2,1,13,900
12,76.7,1,14,826
11,77.9,2,13,857
10,62.6,3,14,765
4,58.9,1,4,457
10,87.9,1,6,700
9,84.9,0,11,769
14,79.9,2,23,663
4,59.4,1,8,453
1,52.2,1,8,510
3,85.9,2,5,409
12,79.2,3,16,748
11,94.9,2,9,571
8,60.2,3,19,613
7,78.3,3,8,706
3,58.3,2,9,559
13,72.3,1,12,768
3,58.6,1,6,322
12,91.1,3,13,743
15,76.2,2,16,841
9,76.7,1,10,553
1,60.4,2,2,643
2,74.0,2,5,389
0,71.1,0,2,268
9,86.8,2,11,717
2,83.9,3,6,523
6,80.9,2,9,643
5,50.9,2,6,389
3,77.2,2,7,505
12,82.4,1,18,750
8,65.1,1,11,678
5,71.8,1,9,278
1,54.0,2,4,454
7,51.0,0,9,543
13,98.0,1,10,643
1,54.5,2,7,607
6,35.5,0,5,251
5,39.6,1,7,464
11,88.1,1,17,827
10,88.1,1,9,461
15,84.6,1,23,820
13,97.5,1,18,838
9,85.8,3,13,699
11,100.0,1,11,656
14,91.6,3,22,805
2,53.4,0,10,534
8,100.0,1,10,703
6,70.7,1,11,537
8,52.3,2,9,734
15,100.0,1,19,892
1,78.3,1,7,597
15,100.0,3,16,738
9,86.9,1,8,708
10,80.0,0,7,778
2,88.9,1,12,307
1,74.7,2,5,440
2,69.5,1,6,268
15,100.0,1,16,900
15,96.2,1,11,900
5,77.7,1,11,632
0,46.8,1,4,516
0,70.2,2,4,423
7,66.5,3,9,671
8,58.7,2,17,512
11,75.4,2,15,900
13,87.9,1,20,728
4,45.4,1,6,541
15,100.0,3,15,857
10,89.8,1,10,659
13,81.5,2,15,621
8,70.9,1,7,745
11,64.0,2,18,721
10,78.2,1,4,697
7,70.0,2,8,430
9,36.5,1,5,627
13,69.2,1,14,782
0,63.7,1,6,386
8,71.0,1,11,534
0,46.4,1,9,351
7,72.4,2,12,896
2,65.8,2,3,550
14,88.0,0,12,569
10,100.0,3,14,635
3,45.8,1,7,457
12,92.7,2,14,446
3,77.9,3,9,307
0,58.3,1,8,159
0,42.0,2,5,180
7,78.4,1,12,436
12,72.5,1,10,745
11,100.0,3,13,741
8,84.4,1,11,773
0,57.5,1,4,335
5,81.7,2,9,554
1,92.4,1,7,539
3,58.7,2,9,632
8,59.1,1,9,560
15,79.2,1,22,637
8,69.6,0,6,468
5,42.4,0,5,420
6,83.2,2,11,648
10,80.4,1,14,578
4,73.0,1,12,578
5,69.9,2,9,586
12,93.7,2,23,512
11,76.4,3,14,835
0,52.8,3,6,481
5,70.4,1,10,410
6,67.5,2,13,438
3,65.3,1,4,503
7,59.8,3,16,536
9,68.2,1,12,680
5,88.4,3,7,438
3,50.2,1,3,610
3,65.2,1,7,540
3,47.5,0,3,516
12,68.9,1,9,610
13,77.1,1,13,634
12,67.5,2,5,647
15,88.5,1,19,882
7,62.5,2,17,595
7,44.3,0,8,443
11,94.0,2,13,464
6,69.8,3,8,467
14,92.3,1,9,661
6,63.8,1,10,503
13,61.9,2,15,750
10,90.4,1,16,653
7,90.3,2,9,540
15,76.4,2,14,852
4,65.2,2,7,556
3,79.9,2,13,432
12,74.2,2,11,638
7,74.9,1,10,664
2,81.3,1,6,472
2,83.0,1,2,504
1,75.7,1,8,298
0,73.6,1,3,385
3,38.3,2,8,517
4,39.4,1,7,249
3,44.6,0,4,470
9,71.8,3,8,507
2,42.9,1,11,372
11,66.4,2,11,688
7,79.0,1,6,724
13,95.4,2,16,750
15,92.5,1,15,523
8,73.4,1,7,815
6,82.4,1,10,501
3,46.2,1,7,324
7,51.4,1,12,553
4,71.9,2,9,330
8,46.4,1,15,790
9,51.6,2,12,541
12,93.5,1,14,777
6,91.1,1,8,571
11,100.0,2,14,590
13,84.0,2,20,790
9,74.6,1,12,562
7,65.1,1,11,710
4,70.1,2,14,324
4,55.1,2,10,543
14,78.2,1,12,773
14,84.3,2,14,524
0,50.3,2,6,357
8,83.5,1,7,589
11,58.2,2,18,767
10,100.0,2,8,512
13,92.5,2,19,753
6,42.6,0,16,655
12,69.3,2,14,667
3,71.4,2,5,398
9,64.1,1,8,690
15,85.1,1,16,900
6,65.8,2,7,502
11,89.8,1,14,727
12,77.1,1,12,822
5,68.5,1,8,487
8,59.1,2,10,373
9,73.4,2,12,651
11,69.0,1,10,737
14,77.6,3,16,853
12,86.3,1,19,730
4,90.8,2,3,419
11,81.3,1,11,598
9,74.9,2,13,614
4,48.2,0,5,445
10,77.8,1,11,302
15,85.8,1,11,856
7,48.7,0,12,482
0,48.9,0,0,476
14,57.2,0,8,855
7,59.4,2,10,743
7,55.3,0,5,585
4,61.6,1,7,404
15,74.0,1,18,900
4,74.5,2,9,579
3,52.8,1,7,323
1,90.2,0,7,328
11,77.7,2,18,719
8,83.7,2,9,443
1,29.2,2,4,428
1,44.3,1,9,382
10,75.3,0,15,817
2,73.0,0,6,403
11,89.9,1,18,402
5,74.5,2,10,661
5,58.9,1,10,524
5,78.5,2,7,517
8,75.6,2,9,650
0,50.1,1,3,350
11,95.4,1,10,807
1,42.9,1,4,425
12,92.0,2,17,597
8,78.6,1,8,500
15,93.2,2,11,870
10,83.3,1,13,583
7,55.8,1,12,757
7,77.7,0,14,573
5,62.9,3,8,268
0,51.7,2,4,330
4,64.8,1,8,615
7,90.5,2,10,453
5,77.9,3,8,582
4,58.4,3,9,443
10,87.9,1,9,763
15,80.3,1,18,700
6,79.0,2,8,436
12,77.4,2,14,548
11,67.1,2,13,900
14,98.9,2,12,692
12,100.0,1,21,736
0,57.2,2,5,150
5,70.1,2,14,499
5,78.4,2,15,578
15,96.5,2,22,719
8,83.1,1,6,446
12,64.9,1,16,628
7,64.4,0,8,691
15,94.9,2,16,794
2,79.4,3,14,313
0,59.3,1,5,504
12,61.8,1,22,597
12,72.3,0,13,597
7,97.7,2,13,399
11,76.6,3,15,600
12,88.6,1,11,488
9,76.9,1,11,659
9,94.5,0,15,745
8,90.2,1,11,415
3,63.6,1,4,468
8,87.2,0,14,448
15,62.4,1,13,645
5,44.9,3,12,623
2,63.4,0,3,581
1,44.5,0,3,374
3,56.4,2,8,434
2,78.1,1,5,458
15,100.0,3,13,900
12,79.5,2,14,610
10,100.0,1,14,453
0,33.7,1,5,428
1,65.2,1,6,231
5,74.2,1,4,416
8,70.7,2,9,466
11,73.3,3,17,512
3,89.5,3,13,341
11,100.0,1,11,857
11,46.3,2,14,593
6,66.1,2,8,635
11,69.0,1,11,718
4,60.1,1,6,404
11,67.0,2,10,628
7,99.3,3,17,522
0,81.1,2,6,366
3,66.1,1,9,533
5,77.4,1,10,515
9,98.8,2,12,610
6,76.7,2,10,502
4,78.1,1,9,503
3,69.3,1,7,584
7,73.1,2,11,577
11,61.1,2,17,604
14,63.2,0,22,887
7,67.1,1,6,517
13,95.0,0,12,824
5,80.1,1,8,371
5,69.4,1,6,549
9,89.0,2,10,801
8,100.0,1,5,532
2,66.7,2,6,203
2,69.1,2,6,496
7,85.7,1,7,506
12,93.3,1,13,794
7,77.8,1,9,572
12,77.1,2,13,875
8,100.0,1,13,682
9,82.9,2,16,539
0,76.7,1,10,255
0,58.9,2,8,150
11,68.1,1,12,838
14,100.0,1,15,864
9,81.5,3,13,568
10,71.6,2,16,530
5,80.1,2,13,486
11,71.0,2,19,623
13,85.4,1,13,737
0,38.6,3,5,506
4,72.0,1,12,545
1,42.1,0,4,668
6,84.7,1,7,234
3,72.8,1,5,368
10,91.1,1,16,709
8,83.2,2,16,419
14,85.3,2,20,869
1,75.1,1,3,327
5,63.0,2,8,474
10,82.1,1,9,671
4,81.5,2,11,726
3,58.6,1,9,690
8,63.9,0,13,566
5,66.9,1,8,503
8,77.4,3,12,878
2,69.5,2,8,379
2,85.3,3,11,267
8,100.0,2,15,704
2,27.9,0,4,624
7,72.5,1,10,892
2,75.4,1,7,355
14,79.2,1,19,840
0,69.0,3,7,311
9,72.8,3,15,679
6,62.2,1,9,550
1,40.9,0,5,248
5,62.4,0,12,524
14,100.0,2,11,717
4,74.0,3,6,404
12,79.9,3,18,867
0,51.4,1,7,325
2,94.7,0,4,290
5,53.7,1,8,654
14,95.6,1,21,705
14,67.1,1,22,707
0,54.0,1,8,324
0,40.8,2,5,150
0,86.4,2,3,232
4,63.1,2,8,548
10,74.3,1,11,587
10,86.4,1,9,541
14,86.0,1,20,710
14,100.0,2,17,803
12,100.0,1,13,598
5,75.2,2,14,534
2,55.0,2,9,502
1,58.0,2,4,477
3,57.4,1,5,417
2,53.9,1,8,472
2,56.8,1,4,488
1,40.7,3,8,289
2,79.6,1,6,380
2,79.8,0,1,238
8,81.0,3,17,550
15,83.5,1,19,698
5,80.1,1,6,394
10,76.4,1,12,685
13,100.0,1,12,738
10,63.3,1,19,648
2,65.8,2,12,596
11,54.0,1,8,779
4,85.4,2,8,287
6,65.0,1,11,371
15,64.8,1,10,900
5,80.2,3,6,380
1,61.1,2,6,502
11,100.0,1,14,592
15,77.7,1,11,716
14,75.1,0,15,798
5,78.6,2,6,487
3,54.1,2,3,470
10,90.3,1,14,517
11,98.1,2,13,629
9,66.3,2,12,430
10,74.9,1,14,759
5,73.0,2,13,443
14,89.5,3,18,835
9,67.6,1,14,708
9,73.3,0,14,561
13,100.0,2,22,721
5,75.6,2,5,464
15,89.3,2,16,719
10,100.0,1,10,711
4,55.9,1,7,640
15,100.0,1,18,871
1,100.0,2,10,242
1,64.2,2,8,514
13,94.1,3,19,900
11,65.1,3,16,664
14,92.2,1,19,584
14,68.2,1,18,856
11,100.0,1,14,426
9,95.7,2,8,648
9,64.3,1,9,851
10,63.5,2,12,597
1,72.4,0,5,323
5,70.4,1,6,441
14,100.0,2,12,813
9,80.3,1,8,690
3,65.9,1,9,608
3,80.0,1,9,387
